postal_code,source_row_count_en,source_row_count_my,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_pcode,township_admin_area_id,local_pcode,local_admin_area_id,match_status,match_method,candidate_township_pcodes,candidate_local_pcodes,review_reason
0102202,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Mai Rawn Village Tract,မိုင်ရွန်း ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003003,,township_only,exact_township_name,MMR001003,MMR001003003,
0102203,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ma Htum Village Tract,မထွမ် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003004,,township_only,exact_township_name,MMR001003,MMR001003004,
0102204,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sam Hpum Ga Village Tract,ဆမ်ဖွမ်ဂါး ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003005,,township_only,exact_township_name,MMR001003,MMR001003005,
0102205,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Dung Yang Village Tract,အင်ဒုံးယန် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003006,,township_only,exact_township_name,MMR001003,MMR001003006,
0102206,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Hpon Gan Village Tract,ဖုန်ဂန် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003007,,township_only,exact_township_name,MMR001003,MMR001003007,
0102207,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sut Mar Tu Village Tract,ဆွပ်မာတူ ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003008,,township_only,exact_township_name,MMR001003,MMR001003008,
0102208,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sa Law Ding Sar Village Tract,ဆလော်ဒိန်ဆာ ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003009,,township_only,exact_township_name,MMR001003,MMR001003009,
0102209,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sha Dan Lawt Khum Village Tract,ရှဒန်လော့ခွမ် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003010,,township_only,exact_township_name,MMR001003,MMR001003010,
0102210,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Man Hka Jang Village Tract,အင်မန်ခဂျန် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003011,,township_only,exact_township_name,MMR001003,MMR001003011,
0102211,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Hpyin Ga Village Tract,အင်ဖျင်ဂါး ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003012,,township_only,exact_township_name,MMR001003,MMR001003012,
0102212,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Mai Taung Village Tract,မိုင်တောင် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003013,,township_only,exact_township_name,MMR001003,MMR001003013,
0102213,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sha Ga Ri Ka Htaung Village Tract,ရှဂရီကထောင် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003014,,township_only,exact_township_name,MMR001003,MMR001003014,
